Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Term,Mandiberg,Is Term,Original Sort Order,Check Fulltext,Type,Project,local_filename,special
38,"S Evans, J Mabey, M Mandiberg",Editing for equality: The outcomes of the Art+ Feminism Wikipedia edit-a-thons,2015,… Documentation: Journal of …,journals.uchicago.edu,https://www.journals.uchicago.edu/doi/abs/10.1086/683380,"https://scholar.google.com/scholar?cites=14739810227625292759&as_sdt=2005&sciodt=0,5&hl=en",1,12/23/24 20:52,,10.1086/683380,,,,,,,38,4.22,13,3,9,"… evidence of the scalability of the Art+Feminism goals. However, we want to emphasize that Art+Feminism is both a material intervention on Wikipedia and a symbolic, consciousness-…",,,Art+Feminism,FALSE,TRUE,1,,0,0,0
0,LR Mayhew,"The Activist Essay: Art, Feminism and Wikipedia in the Classroom",,acuads.com.au,,https://acuads.com.au/wp-content/uploads/2020/05/Mayhew-Louise_2019.pdf,,2,12/23/24 20:52,PDF,,,,,,,,0,0,0,1,,"… In 2013, New Yorkers initiated Art+Feminism on Wikipedia to pursue the twinned goals of … , it gets erased’ (Art+Feminism 2019). Art+Feminism now runs as an international annual …",https://acuads.com.au/wp-content/uploads/2020/05/Mayhew-Louise_2019.pdf,,Art+Feminism,TRUE,TRUE,2,,0,0,0
9,AK Hamlin,"Approaching intellectual emancipation: Critical reading in art, art history, and Wikipedia",2017,Critical reading across the curriculum: Humanities,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119154907.ch6,"https://scholar.google.com/scholar?cites=10360449073212838580&as_sdt=2005&sciodt=0,5&hl=en",3,12/23/24 20:52,,10.1002/9781119154907.ch6,,,,,,,9,1.29,9,1,7,"… Each part of the assignment can function, however, independent of the Art+Feminism enterprise, and I imagine that the Wikipedia assignment as a whole is transferable to a variety of art …",,,Art+Feminism,TRUE,TRUE,3,,0,Art+Feminism,"AK_Hamlin_Approaching_intellectual_emancipation_Critical_reading_in_art,_art_history,_and_Wikipedia.pdf"
2,S Wyer,"Folk Networks, Cyberfeminism, and Information Activism in the Art+ Feminism Wikipedia Edit-a-thon Series",2017,,search.proquest.com,https://search.proquest.com/openview/b5d2f9a75ff3aa9e6ca1e1f9baf17cf0/1?pq-origsite=gscholar&cbl=18750,"https://scholar.google.com/scholar?cites=12282432325766412268&as_sdt=2005&sciodt=0,5&hl=en",4,12/23/24 20:52,,,,,,,,,2,0.29,2,1,7,… This thesis explores how the Art+Feminism Wikipedia Edit-a-thon event impacts the people who coordinate and participate in it. I review museum catalogs to determine institutional …,http://scholarsbank.uoregon.edu/xmlui/bitstream/handle/1794/22752/Wyer_oregon_0171N_11963.pdf?sequence=1&isAllowed=y,,Art+Feminism,TRUE,TRUE,4,,0,0,0
3,AK Hamlin,Writing women artists into Wikipedia,2020,Extraordinary partnerships: How the arts and …,books.google.com,https://books.google.com/books?hl=en&lr=&id=qDfnDwAAQBAJ&oi=fnd&pg=PA119&dq=%22art+feminism%22+wikipedia&ots=f-YV1egY4G&sig=GV4qeFke2LiZlTjwmmEB1qbbD1c,"https://scholar.google.com/scholar?cites=4584059503148428969&as_sdt=2005&sciodt=0,5&hl=en",5,12/23/24 20:52,HTML,,,,,,,,3,0.75,3,1,4,"… Earlier in the semester, when I announced to the class that we would host an Art+ Feminism Wikipedia Edit-a-thon at St. Kate’s in the spring, I was not at all confident that turnout would …",https://books.google.com/books?hl=en&lr=&id=qDfnDwAAQBAJ&oi=fnd&pg=PA119&dq=%22art+feminism%22+wikipedia&ots=f-YV1egY4G&sig=GV4qeFke2LiZlTjwmmEB1qbbD1c,,Art+Feminism,TRUE,TRUE,5,,0,0,0
13,"MA Vetter, KS Sarraf, E Woods","Assessing the Art+ feminism Edit-a-thon for Wikipedia literacy, learning outcomes, and critical thinking",2022,Interactive Learning Environments,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/10494820.2020.1805772?casa_token=oRXnuKFBG58AAAAA:CncKrxcbSI9bAfbn-o6cu9Mvcx80ND7g6DUIyU_sTJ9YeuW-j_6gqpqG1XSo3bUr3uoOe3j2z5D8iYw,"https://scholar.google.com/scholar?cites=6318168068993367947&as_sdt=2005&sciodt=0,5&hl=en",6,12/23/24 20:52,,10.1080/10494820.2020.1805772,,,,,,,13,6.5,4,3,2,"… for Art + Feminism Wikipedia Edit-a-thons as feminist interventions and pedagogical events that facilitate participants’ Wikipedia … In terms of Wikipedia literacy, analysis of the qualitative …",https://www.tandfonline.com/doi/pdf/10.1080/10494820.2020.1805772?casa_token=cLhQcNuO2WAAAAAA:_d9Mbb2hVteecldRZrrOtzZxNwM1fDH5dr64IqTLpCJ8qz3LnekCFRnFLCIEA9j7aU9WOk3iP-bTj4s,,Art+Feminism,TRUE,TRUE,6,,0,0,"MA_Vetter__KS_Sarraf__E_Woods_Assessing_the_Art+_feminism_Edit-a-thon_for_Wikipedia_literacy,_learning_outcomes,_and_critical_thinking.pdf"
9,"SC Ukwoma, NE Osadebe, VN Okafor…",Unveiling the veiled: Wikipedia collaborating with academic libraries in Africa in creating visibility for African women through Art+ Feminism Wikipedia edit-a-thon,2021,Digital library …,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/DLP-08-2020-0079/full/html,"https://scholar.google.com/scholar?cites=14633662724997167374&as_sdt=2005&sciodt=0,5&hl=en",7,12/23/24 20:52,,10.1108/DLP-08-2020-0079,,,,,,,9,3,2,4,3,"… Wikipedia collaborating with academic libraries in Africa in creating visibility for African women through Art+Feminism Wikipedia … , through the Art+Feminism Wikipedia platform, have …",,,Art+Feminism,TRUE,TRUE,7,,0,Art+Feminism,SC_Ukwoma__NE_Osadebe__VN_Okafor..._Unveiling_the_veiled_Wikipedia_collaborating_with_academic_libraries_in_Africa_in_creating_visibility_for_African_women_through_Art+_Feminism_Wikipedia_edit-a-thon.pdf
1,S Evans,Art+ Feminism: an interview with Siân Evans,2019,Art Libraries Journal,cambridge.org,https://www.cambridge.org/core/journals/art-libraries-journal/article/art-feminism-an-interview-with-sian-evans/ED62B595D8495CE1CC9A8EB5B7555668,"https://scholar.google.com/scholar?cites=12970110703005995095&as_sdt=2005&sciodt=0,5&hl=en",8,12/23/24 20:52,,,,,,,,,1,0.2,1,1,5,"… I think Art + Feminism is activism because what is and isn’t on Wikipedia is literally shaping the way we understand the world around us and our histories, and our project is troubling the …",https://search.proquest.com/openview/3e4ac15e8baa07c72200710d6bb1758e/1?pq-origsite=gscholar&cbl=636385&casa_token=cMnJTqkUSOkAAAAA:LR81TImt5x7TXaKVDfpUk6D_JdGdCwV-jjNKL_ozRpM_7DYPbRyBAxx-yQdHpH_ZCaW5SEHSaA,,Art+Feminism,TRUE,TRUE,8,,0,0,0
1,"AL Pratesi, A Wallican Green, C Zehr, L Richards…",Rod Library Art+ Feminism Wikipedia Edit-a-thon,2018,,scholarworks.uni.edu,https://scholarworks.uni.edu/communityday/2018/all/10/,"https://scholar.google.com/scholar?cites=11962932998186581510&as_sdt=2005&sciodt=0,5&hl=en",9,12/23/24 20:52,,,,,,,,,1,0.17,0,5,6,… Rod Library’s Art+Feminism Wikipedia Edit-a-thon is a concerted effort to improve the … on the free encyclopedia and in the Wikipedia community. Wikipedia is the fifth most used website …,,,Art+Feminism,TRUE,TRUE,9,,0,Art+Feminism,AL_Pratesi__A_Wallican_Green__C_Zehr__L_Richards..._Rod_Library_Art+_Feminism_Wikipedia_Edit-a-thon.pdf
9,A Duncan,Towards an activist research: Is Wikipedia the problem or the solution?,2020,Art Libraries Journal,cambridge.org,https://www.cambridge.org/core/journals/art-libraries-journal/article/towards-an-activist-research-is-wikipedia-the-problem-or-the-solution/E64AB42125CBB06DB7853286B2569308,"https://scholar.google.com/scholar?cites=13929843476719174658&as_sdt=2005&sciodt=0,5&hl=en",10,12/23/24 20:52,,,,,,,,,9,2.25,9,1,4,"… , one is obligated to reference Wikipedia, the 5th most visited … : 80% of the global content of Wikipedia is written by white men … organization Art + Feminism notes (in relation to Wikipedia …",https://ualresearchonline.arts.ac.uk/id/eprint/16296/3/Towards%20an%20activist%20research_Wikipedia.pdf,,Art+Feminism,TRUE,TRUE,10,,0,0,0
